anime_id,title,type,score,scored_by,status,source,members,favorites,rating,start_year,genres,themes,demographics,main_picture,trailer_url,title_english,watching,completed,on_hold,dropped,plan_to_watch,total
39551,Tensei shitara Slime Datta Ken 2nd Season,tv,8.4,426840,finished_airing,manga,754114,9674,pg_13,2021,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[],https://cdn.myanimelist.net/images/anime/1271/109841l.jpg,https://www.youtube.com/watch?v=Lk3fJsIOnKw,That Time I Got Reincarnated as a Slime Season 2,67654,571366,7642,5506,144801,796969
28701,Fate/stay night: Unlimited Blade Works 2nd Season,tv,8.32,512854,finished_airing,visual_novel,773763,8737,r,2015,"['Action', 'Fantasy', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/anime/11/72863l.jpg,https://www.youtube.com/watch?v=0PY9qcyr3-0,Fate/stay night [Unlimited Blade Works] Season 2,20521,668353,6447,4432,93049,792802
777,Hellsing Ultimate,ova,8.36,434095,finished_airing,manga,829358,19580,r,2006,"['Action', 'Horror', 'Supernatural']","['Adult Cast', 'Gore', 'Military', 'Vampire']",['Seinen'],https://cdn.myanimelist.net/images/anime/6/7333l.jpg,https://www.youtube.com/watch?v=YfmchMINt4U,Hellsing Ultimate,73076,512644,41491,22066,203768,853045
578,Hotaru no Haka,movie,8.5,350851,finished_airing,novel,585799,6871,pg_13,1988,['Drama'],['Historical'],[],https://cdn.myanimelist.net/images/anime/7/75808l.jpg,https://www.youtube.com/watch?v=4vPeTSRd580,Grave of the Fireflies,8585,452454,3706,1639,139822,606206
523,Tonari no Totoro,movie,8.26,611158,finished_airing,original,936544,7268,g,1988,"['Adventure', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/anime/4/75923l.jpg,https://www.youtube.com/watch?v=92a7Hj0ijLs,My Neighbor Totoro,11282,834705,3167,1488,114330,964972
38826,Tenki no Ko,movie,8.31,492483,finished_airing,original,818400,10743,pg_13,2019,"['Drama', 'Fantasy', 'Romance', 'Slice of Life']",[],[],https://cdn.myanimelist.net/images/anime/1880/101146l.jpg,https://www.youtube.com/watch?v=Q6iK6DjV_iE,Weathering with You,19383,636152,4590,1545,197771,859441
33486,Boku no Hero Academia 2nd Season,tv,8.15,1546612,finished_airing,manga,2236970,17126,pg_13,2017,['Action'],"['School', 'Super Power']",['Shounen'],https://cdn.myanimelist.net/images/anime/12/85221l.jpg,https://www.youtube.com/watch?v=ayeDDe8eN1E,My Hero Academia Season 2,121122,2046698,20056,18082,99388,2305346
48736,Sono Bisque Doll wa Koi wo Suru,tv,8.34,422042,finished_airing,manga,721792,15834,pg_13,2022,"['Romance', 'Slice of Life']","['Otaku Culture', 'School']",['Seinen'],https://cdn.myanimelist.net/images/anime/1179/119897l.jpg,https://www.youtube.com/watch?v=tFKDKd8z-NU,My Dress-Up Darling,108879,544710,11364,15565,125325,805843
7311,Suzumiya Haruhi no Shoushitsu,movie,8.62,288983,finished_airing,light_novel,564673,12682,pg_13,2010,"['Mystery', 'Sci-Fi', 'Supernatural']",['School'],[],https://cdn.myanimelist.net/images/anime/1248/112352l.jpg,https://www.youtube.com/watch?v=eHKyNQopYXo,The Disappearance of Haruhi Suzumiya,13949,372088,6025,4694,178090,574846
37105,Grand Blue,tv,8.43,353661,finished_airing,manga,653905,16556,pg_13,2018,['Comedy'],[],['Seinen'],https://cdn.myanimelist.net/images/anime/1302/94882l.jpg,https://www.youtube.com/watch?v=m-nN3SlHwZk,Grand Blue Dreaming,41139,433040,17552,19740,172192,683663
437,Perfect Blue,movie,8.53,309029,finished_airing,novel,578354,15358,r+,1998,"['Avant Garde', 'Drama', 'Horror']","['Adult Cast', 'Psychological', 'Showbiz']",[],https://cdn.myanimelist.net/images/anime/11/79127l.jpg,https://www.youtube.com/watch?v=kkP4h-gUWfo,Perfect Blue,11840,398402,3714,1529,191252,606737
28171,Shokugeki no Souma,tv,8.18,919553,finished_airing,manga,1495603,23019,pg_13,2015,"['Ecchi', 'Gourmet']",['School'],['Shounen'],https://cdn.myanimelist.net/images/anime/3/72943l.jpg,https://www.youtube.com/watch?v=H-4Qyr_3V-E,Food Wars! Shokugeki no Soma,81197,1178971,35253,40438,194854,1530713
36649,Banana Fish,tv,8.5,314953,finished_airing,manga,727669,26784,r,2018,"['Action', 'Adventure', 'Drama']",['Delinquents'],['Shoujo'],https://cdn.myanimelist.net/images/anime/1190/93472l.jpg,https://www.youtube.com/watch?v=YUGS9j6pcV4,Banana Fish,67848,369954,34914,31386,257705,761807
10165,Nichijou,tv,8.46,328368,finished_airing,manga,797187,21070,pg_13,2011,['Comedy'],"['Gag Humor', 'School']",['Shounen'],https://cdn.myanimelist.net/images/anime/3/75617l.jpg,https://www.youtube.com/watch?v=CD6VdVDVDXI,Nichijou - My Ordinary Life,82321,360092,61387,31577,283193,818570
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,tv,8.22,618114,finished_airing,light_novel,945667,15393,pg_13,2015,"['Comedy', 'Romance']","['Love Polygon', 'School']",[],https://cdn.myanimelist.net/images/anime/11/75376l.jpg,,My Teen Romantic Comedy SNAFU TOO!,32154,798657,12212,8980,119260,971263
33,Kenpuu Denki Berserk,tv,8.54,293642,finished_airing,manga,548529,22698,r+,1997,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology']",['Seinen'],https://cdn.myanimelist.net/images/anime/1384/119988l.jpg,,Berserk,29227,361293,16347,11252,151465,569584
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,movie,8.46,324483,finished_airing,visual_novel,540416,2415,pg_13,2013,"['Drama', 'Sci-Fi']",[],[],https://cdn.myanimelist.net/images/anime/1611/112806l.jpg,https://www.youtube.com/watch?v=rDsCNz3pWUg,Steins;Gate: The Movie - Load Region of Déjà Vu,8709,422650,3183,1290,117412,553244
42897,Horimiya,tv,8.21,635531,finished_airing,manga,1060963,27799,pg_13,2021,['Romance'],['School'],['Shounen'],https://cdn.myanimelist.net/images/anime/1695/111486l.jpg,https://www.youtube.com/watch?v=42LiC4xY8YE,Horimiya,137831,763970,22447,24120,178362,1126730
28223,Death Parade,tv,8.16,903941,finished_airing,original,1572091,25928,r,2015,"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",[],https://cdn.myanimelist.net/images/anime/5/71553l.jpg,https://www.youtube.com/watch?v=O1X6czI74UQ,Death Parade,78511,1134127,45995,36136,324807,1619576
34612,Saiki Kusuo no Ψ-nan 2,tv,8.44,328735,finished_airing,manga,549538,3882,pg_13,2018,"['Comedy', 'Supernatural']","['Gag Humor', 'School']",['Shounen'],https://cdn.myanimelist.net/images/anime/1961/91383l.jpg,https://www.youtube.com/watch?v=Aha1TjvvEUs,The Disastrous Life of Saiki K. 2,34791,433021,11512,6268,86692,572284
24415,Kuroko no Basket 3rd Season,tv,8.31,419131,finished_airing,manga,675754,4824,pg_13,2015,['Sports'],"['School', 'Team Sports']",['Shounen'],https://cdn.myanimelist.net/images/anime/4/68299l.jpg,https://www.youtube.com/watch?v=H1TvpW04Oxs,Kuroko's Basketball 3,31076,574202,11104,6771,74322,697475
2251,Baccano!,tv,8.38,357925,finished_airing,light_novel,837465,22388,r,2007,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",[],https://cdn.myanimelist.net/images/anime/3/14547l.jpg,https://www.youtube.com/watch?v=W5bn87yvh_g,Baccano!,41437,420840,35024,21961,335137,854399
457,Mushishi,tv,8.67,255763,finished_airing,manga,747783,24772,pg_13,2005,"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",['Seinen'],https://cdn.myanimelist.net/images/anime/2/73862l.jpg,https://www.youtube.com/watch?v=h371H0KIuPo,Mushi-Shi,67595,277456,51123,24328,346561,767063
30503,Noragami Aragoto,tv,8.17,821037,finished_airing,manga,1323286,11160,pg_13,2015,"['Action', 'Fantasy']",['Mythology'],['Shounen'],https://cdn.myanimelist.net/images/anime/1689/94850l.jpg,https://www.youtube.com/watch?v=nI_2PqGZb-c,Noragami Aragoto,48384,1102621,20955,12808,170584,1355352
10408,Hotarubi no Mori e,movie,8.3,417524,finished_airing,manga,740943,9598,g,2011,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo'],https://cdn.myanimelist.net/images/anime/1599/112267l.jpg,https://www.youtube.com/watch?v=qXLSRH31Yao,Into the Forest of Fireflies' Light,15079,547819,4111,1065,192325,760399
37520,Dororo,tv,8.23,528697,finished_airing,manga,1031529,17245,r,2019,"['Action', 'Adventure', 'Supernatural']","['Historical', 'Mythology', 'Samurai']",['Shounen'],https://cdn.myanimelist.net/images/anime/1879/100467l.jpg,https://www.youtube.com/watch?v=v3ApcTz1lwE,Dororo,115353,620412,48318,34989,257441,1076513
263,Hajime no Ippo,tv,8.75,241095,finished_airing,manga,489353,17907,pg_13,2000,['Sports'],['Combat Sports'],['Shounen'],https://cdn.myanimelist.net/images/anime/4/86334l.jpg,,Fighting Spirit,45115,282640,25503,12613,143007,508878
31758,Kizumonogatari III: Reiketsu-hen,movie,8.8,237725,finished_airing,light_novel,408886,6822,r,2017,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/anime/1084/112813l.jpg,https://www.youtube.com/watch?v=4nTLr6Uf9Ug,Kizumonogatari Part 3: Cold-Blooded,9286,306930,2643,1336,101846,422041
28977,Gintama°,tv,9.08,218662,finished_airing,manga,544926,14666,pg_13,2015,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],https://cdn.myanimelist.net/images/anime/3/72078l.jpg,,Gintama Season 4,62437,235272,22143,16301,230086,566239
30831,Kono Subarashii Sekai ni Shukufuku wo!,tv,8.12,1130918,finished_airing,light_novel,1722350,41238,pg_13,2016,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",[],https://cdn.myanimelist.net/images/anime/8/77831l.jpg,https://www.youtube.com/watch?v=NU87y-38glA,KonoSuba: God's Blessing on This Wonderful World!,76046,1437457,28940,31793,199459,1773695
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,tv,8.38,332259,finished_airing,light_novel,615480,12672,pg_13,2020,"['Comedy', 'Romance']","['Love Polygon', 'School']",[],https://cdn.myanimelist.net/images/anime/1958/107912l.jpg,https://www.youtube.com/watch?v=UsJUP98qr1M,My Teen Romantic Comedy SNAFU Climax!,47343,413451,13960,8511,157421,640686
16894,Kuroko no Basket 2nd Season,tv,8.23,488984,finished_airing,manga,764345,4223,pg_13,2013,['Sports'],"['School', 'Team Sports']",['Shounen'],https://cdn.myanimelist.net/images/anime/9/56155l.jpg,https://www.youtube.com/watch?v=11ROABkyews,Kuroko's Basketball 2,30016,670428,10991,7280,68612,787327
392,Yuu☆Yuu☆Hakusho,tv,8.45,296314,finished_airing,manga,606555,20126,pg_13,1992,"['Action', 'Comedy', 'Supernatural']","['Martial Arts', 'Mythology']",['Shounen'],https://cdn.myanimelist.net/images/anime/1228/111372l.jpg,https://www.youtube.com/watch?v=ZJEv4d2TYQ4,Yu Yu Hakusho: Ghost Files,67278,321878,51727,23667,162266,626816
22297,Fate/stay night: Unlimited Blade Works,tv,8.19,609722,finished_airing,visual_novel,958164,15296,r,2014,"['Action', 'Fantasy', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/anime/12/67333l.jpg,https://www.youtube.com/watch?v=61RuoLIlCUM,Fate/stay night [Unlimited Blade Works],32219,790248,12917,8628,140755,984767
19815,No Game No Life,tv,8.1,1412822,finished_airing,light_novel,2176564,46424,pg_13,2014,"['Comedy', 'Ecchi', 'Fantasy']","['Isekai', 'Strategy Game']",[],https://cdn.myanimelist.net/images/anime/1074/111944l.jpg,https://www.youtube.com/watch?v=fV7nGIUuyzA,"No Game, No Life",80712,1810601,35065,52509,248650,2227537
813,Dragon Ball Z,tv,8.15,770597,finished_airing,manga,1106679,33416,pg_13,1989,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",['Shounen'],https://cdn.myanimelist.net/images/anime/1607/117271l.jpg,,Dragon Ball Z,46054,977051,24599,29520,57397,1134621
9969,Gintama',tv,9.05,210584,finished_airing,manga,480198,7169,pg_13,2011,"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],https://cdn.myanimelist.net/images/anime/4/50361l.jpg,,Gintama Season 2,36100,252665,14502,9523,186086,498876
4224,Toradora!,tv,8.1,1258209,finished_airing,light_novel,1997587,53508,pg_13,2008,"['Drama', 'Romance']","['Love Polygon', 'School']",[],https://cdn.myanimelist.net/images/anime/13/22128l.jpg,https://www.youtube.com/watch?v=ya570uUgQNc,Toradora!,90239,1565318,53633,60528,277874,2047592
22789,Barakamon,tv,8.39,313476,finished_airing,web_manga,604204,12084,pg_13,2014,['Slice of Life'],"['Childcare', 'Iyashikei', 'Visual Arts']",[],https://cdn.myanimelist.net/images/anime/1426/111248l.jpg,https://www.youtube.com/watch?v=u1pCw1Cr3_U,Barakamon,28542,391229,17011,9927,170419,617128
853,Ouran Koukou Host Club,tv,8.16,622243,finished_airing,manga,1020434,31232,pg_13,2006,"['Comedy', 'Romance']","['Crossdressing', 'Reverse Harem', 'School']",['Shoujo'],https://cdn.myanimelist.net/images/anime/2/71992l.jpg,https://www.youtube.com/watch?v=NcC5VCE2Its,Ouran High School Host Club,48933,793872,33692,31851,136134,1044482
31757,Kizumonogatari II: Nekketsu-hen,movie,8.59,240304,finished_airing,light_novel,397737,2194,r,2016,"['Action', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/anime/1981/112812l.jpg,https://www.youtube.com/watch?v=nOiEjQy-J7U,Kizumonogatari Part 2: Hot-Blooded,7631,312296,2257,1031,86053,409268
121,Fullmetal Alchemist,tv,8.12,836664,finished_airing,manga,1362542,24723,r,2003,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Military'],['Shounen'],https://cdn.myanimelist.net/images/anime/10/75815l.jpg,https://www.youtube.com/watch?v=NR5HHcLPulc,Fullmetal Alchemist,64412,1046757,50056,48104,178116,1387445
37430,Tensei shitara Slime Datta Ken,tv,8.13,731368,finished_airing,manga,1191306,24281,pg_13,2018,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[],https://cdn.myanimelist.net/images/anime/1694/93337l.jpg,https://www.youtube.com/watch?v=bkQkyzXEXKE,That Time I Got Reincarnated as a Slime,104640,929111,25517,28462,157417,1245147
24833,Ansatsu Kyoushitsu,tv,8.1,1048111,finished_airing,manga,1762851,27045,pg_13,2015,"['Action', 'Comedy']",['School'],['Shounen'],https://cdn.myanimelist.net/images/anime/5/75639l.jpg,https://www.youtube.com/watch?v=kgNkGohA20k,Assassination Classroom,108734,1330289,69009,59968,255766,1823766
18115,Magi: The Kingdom of Magic,tv,8.23,422988,finished_airing,manga,772775,7387,pg_13,2013,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],https://cdn.myanimelist.net/images/anime/13/55039l.jpg,https://www.youtube.com/watch?v=X-MG-_moa40,Magi: The Kingdom of Magic,34427,571479,18006,13924,152199,790035
36456,Boku no Hero Academia 3rd Season,tv,8.08,1275636,finished_airing,manga,1922920,12701,pg_13,2018,['Action'],"['School', 'Super Power']",['Shounen'],https://cdn.myanimelist.net/images/anime/1319/92084l.jpg,https://www.youtube.com/watch?v=wMCeFIPwrHE,My Hero Academia Season 3,130489,1696450,20848,18908,119590,1986285
33674,No Game No Life: Zero,movie,8.22,423040,finished_airing,light_novel,778711,7252,pg_13,2017,"['Drama', 'Fantasy', 'Romance']",['Isekai'],[],https://cdn.myanimelist.net/images/anime/1085/90759l.jpg,https://www.youtube.com/watch?v=Raag8InWBVY,,19567,580864,6120,5954,187566,800071
34572,Black Clover,tv,8.12,694772,finished_airing,manga,1376433,38373,pg_13,2017,"['Action', 'Comedy', 'Fantasy']",[],['Shounen'],https://cdn.myanimelist.net/images/anime/2/88336l.jpg,https://www.youtube.com/watch?v=vUjAxk1qYzQ,Black Clover,477168,466043,126273,126036,244912,1440432
25781,Shingeki no Kyojin: Kuinaki Sentaku,ova,8.41,271659,finished_airing,visual_novel,453625,1802,r,2014,['Action'],[],['Shoujo'],https://cdn.myanimelist.net/images/anime/8/69497l.jpg,https://www.youtube.com/watch?v=zDjZS2PSZ9o,Attack on Titan: No Regrets,10083,392787,3109,1296,59562,466837
40834,Ousama Ranking,tv,8.61,220757,finished_airing,web_manga,440471,9905,pg_13,2021,"['Adventure', 'Fantasy']",[],[],https://cdn.myanimelist.net/images/anime/1347/117616l.jpg,https://www.youtube.com/watch?v=c1HHoucIxRg,Ranking of Kings,101398,248735,15448,8767,119556,493904
11843,Danshi Koukousei no Nichijou,tv,8.24,378482,finished_airing,web_manga,742809,13154,pg_13,2012,['Comedy'],"['Gag Humor', 'School']",[],https://cdn.myanimelist.net/images/anime/3/33257l.jpg,https://www.youtube.com/watch?v=BsQj0RYzW98,Daily Lives of High School Boys,47162,459128,32843,21706,200840,761679
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,tv,8.32,314608,finished_airing,manga,561696,9674,pg_13,2021,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",[],https://cdn.myanimelist.net/images/anime/1033/118296l.jpg,https://www.youtube.com/watch?v=nle-73CcG1k,That Time I Got Reincarnated as a Slime Season 2 Part 2,57344,428364,5382,3297,109658,604045
6547,Angel Beats!,tv,8.07,1196177,finished_airing,original,1916978,46382,pg_13,2010,"['Drama', 'Supernatural']",['School'],[],https://cdn.myanimelist.net/images/anime/1244/111115l.jpg,https://www.youtube.com/watch?v=zkY-sG6crKI,Angel Beats!,68022,1493065,42453,50165,301090,1954795
41025,Fumetsu no Anata e,tv,8.38,281660,finished_airing,manga,696162,11833,r,2021,"['Adventure', 'Drama', 'Supernatural']",[],['Shounen'],https://cdn.myanimelist.net/images/anime/1880/118484l.jpg,https://www.youtube.com/watch?v=YOn779f6lwI,To Your Eternity,156292,284646,40857,28439,232975,743209
6746,Durarara!!,tv,8.12,627194,finished_airing,light_novel,1300721,29224,r,2010,"['Action', 'Mystery', 'Supernatural']",[],[],https://cdn.myanimelist.net/images/anime/10/71772l.jpg,https://www.youtube.com/watch?v=q5qlX4lWst0,Durarara!!,90820,752008,74063,55225,352898,1325014
40852,Dr. Stone: Stone Wars,tv,8.18,461417,finished_airing,manga,838826,6678,pg_13,2021,"['Adventure', 'Comedy', 'Sci-Fi']","['Survival', 'Time Travel']",['Shounen'],https://cdn.myanimelist.net/images/anime/1711/110614l.jpg,https://www.youtube.com/watch?v=esjDq0JQ_1s,,92785,590092,16392,8917,174825,883011
32867,Bungou Stray Dogs 2nd Season,tv,8.2,414572,finished_airing,manga,716708,6203,r,2016,"['Action', 'Mystery', 'Supernatural']",['Super Power'],['Seinen'],https://cdn.myanimelist.net/images/anime/5/88585l.jpg,https://www.youtube.com/watch?v=A70E8AXQhjg,Bungo Stray Dogs 2,36775,564612,16003,8523,119479,745392
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,tv,8.1,740326,finished_airing,manga,1041019,19270,r,2014,"['Action', 'Adventure', 'Drama', 'Supernatural']",[],['Shounen'],https://cdn.myanimelist.net/images/anime/11/55267l.jpg,https://www.youtube.com/watch?v=ER_SrymjhHQ,JoJo's Bizarre Adventure: Stardust Crusaders,48321,939615,16784,10063,70422,1085205
37987,Violet Evergarden Movie,movie,8.94,186938,finished_airing,light_novel,455740,6979,pg_13,2020,"['Drama', 'Fantasy', 'Slice of Life']",[],[],https://cdn.myanimelist.net/images/anime/1825/110716l.jpg,https://www.youtube.com/watch?v=NSIzsFOfd8M,Violet Evergarden the Movie,12938,260606,4021,1279,213764,492608
1210,NHK ni Youkoso!,tv,8.32,303004,finished_airing,novel,658206,23719,r+,2006,"['Comedy', 'Drama', 'Romance']","['Otaku Culture', 'Psychological']",[],https://cdn.myanimelist.net/images/anime/3/52675l.jpg,https://www.youtube.com/watch?v=QYLsjJ8RThQ,Welcome to the N.H.K.,38057,357854,28253,19087,236115,679366
13759,Sakura-sou no Pet na Kanojo,tv,8.11,656384,finished_airing,light_novel,1143337,25736,pg_13,2012,"['Drama', 'Romance']","['School', 'Visual Arts']",[],https://cdn.myanimelist.net/images/anime/4/43643l.jpg,https://www.youtube.com/watch?v=HPTtuR1EF_U,The Pet Girl of Sakurasou,57343,814507,33651,32208,229049,1166758
136,Hunter x Hunter,tv,8.4,259093,finished_airing,manga,528146,9768,pg_13,1999,"['Action', 'Adventure', 'Fantasy']",[],['Shounen'],https://cdn.myanimelist.net/images/anime/8/19473l.jpg,,Hunter x Hunter,37924,336605,20835,19798,126927,542089
49926,Kimetsu no Yaiba: Mugen Ressha-hen,tv,8.39,264094,finished_airing,manga,458420,3175,r,2021,"['Action', 'Fantasy']",['Historical'],['Shounen'],https://cdn.myanimelist.net/images/anime/1065/118763l.jpg,,Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,38736,407320,5407,9313,59190,519966
2966,Ookami to Koushinryou,tv,8.23,364426,finished_airing,light_novel,748441,17069,pg_13,2008,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",[],https://cdn.myanimelist.net/images/anime/5/59401l.jpg,,Spice and Wolf,36727,450165,29966,19832,226588,763278
47,Akira,movie,8.16,447365,finished_airing,manga,737903,11690,r+,1988,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",['Seinen'],https://cdn.myanimelist.net/images/anime/1408/114012l.jpg,https://www.youtube.com/watch?v=lG2WL9brJr0,Akira,12365,578088,4867,3010,166960,765290
31646,3-gatsu no Lion,tv,8.39,255006,finished_airing,manga,612750,14334,pg_13,2016,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen'],https://cdn.myanimelist.net/images/anime/6/82898l.jpg,https://www.youtube.com/watch?v=ZL5nnx4vd7k,March Comes In Like a Lion,54862,286711,35440,22637,229482,629132
3784,Evangelion: 2.0 You Can (Not) Advance,movie,8.32,291210,finished_airing,original,476359,3175,pg_13,2009,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Psychological']",[],https://cdn.myanimelist.net/images/anime/5/74983l.jpg,https://www.youtube.com/watch?v=ncZ9Vd4YYFk,Evangelion: 2.0 You Can (Not) Advance,6733,399307,2600,1253,83870,493763
35180,3-gatsu no Lion 2nd Season,tv,8.95,178863,finished_airing,manga,356598,14296,pg_13,2017,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",['Seinen'],https://cdn.myanimelist.net/images/anime/3/88469l.jpg,https://www.youtube.com/watch?v=OfSaJb5OOPA,March Comes In Like A Lion 2nd Season,23489,210864,9736,4768,118943,367800
9260,Kizumonogatari I: Tekketsu-hen,movie,8.38,254482,finished_airing,light_novel,475240,3179,r,2016,[],['Vampire'],[],https://cdn.myanimelist.net/images/anime/1783/112810l.jpg,https://www.youtube.com/watch?v=4lt0rT_nmvg,Kizumonogatari Part 1: Iron-Blooded,10245,329501,3011,1535,143944,488236
40417,Fruits Basket 2nd Season,tv,8.57,204869,finished_airing,manga,411389,5179,pg_13,2020,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo'],https://cdn.myanimelist.net/images/anime/1972/111635l.jpg,https://www.youtube.com/watch?v=yBBePKQTWFE,,44367,258080,13963,6494,111329,434233
42938,Fruits Basket: The Final,tv,9.03,175567,finished_airing,manga,361617,16746,pg_13,2021,"['Drama', 'Romance', 'Supernatural']",[],['Shoujo'],https://cdn.myanimelist.net/images/anime/1085/114792l.jpg,https://www.youtube.com/watch?v=Ip8Btv2t_6c,Fruits Basket: The Final Season,31910,217061,5353,3663,131031,389018
877,Nana,tv,8.52,213607,finished_airing,manga,559062,23736,r+,2006,"['Drama', 'Romance', 'Slice of Life']","['Adult Cast', 'Love Polygon', 'Music']",['Shoujo'],https://cdn.myanimelist.net/images/anime/2/11232l.jpg,https://www.youtube.com/watch?v=NtXI90cMN10,Nana,47973,251563,29580,23037,231636,583789
39533,Given,tv,8.34,262025,finished_airing,manga,477718,15196,pg_13,2019,"['Boys Love', 'Drama', 'Romance', 'Slice of Life']",['Music'],[],https://cdn.myanimelist.net/images/anime/1666/102238l.jpg,https://www.youtube.com/watch?v=Dwv4MiB08TY,,24879,345969,8999,10710,111109,501666
43,Koukaku Kidoutai,movie,8.28,296516,finished_airing,manga,561743,11339,r+,1995,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",['Seinen'],https://cdn.myanimelist.net/images/anime/10/82594l.jpg,https://www.youtube.com/watch?v=EHDTYrV7i5o,Ghost in the Shell,11034,388141,4435,2332,173229,579171
23283,Zankyou no Terror,tv,8.1,558797,finished_airing,original,1039825,20365,r,2014,"['Mystery', 'Suspense']",['Psychological'],[],https://cdn.myanimelist.net/images/anime/1417/117422l.jpg,https://www.youtube.com/watch?v=nLVy50LnLMM,Terror in Resonance,47128,696658,24495,20880,280964,1070125
11771,Kuroko no Basket,tv,8.08,637670,finished_airing,manga,1074843,19843,pg_13,2012,['Sports'],"['School', 'Team Sports']",['Shounen'],https://cdn.myanimelist.net/images/anime/11/50453l.jpg,https://www.youtube.com/watch?v=FTUIs_SuQfw,Kuroko's Basketball,61526,831515,32719,30271,151313,1107344
31181,Owarimonogatari,tv,8.46,214873,finished_airing,light_novel,438654,2710,r,2015,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/anime/8/76479l.jpg,https://www.youtube.com/watch?v=TOlWzlNk0nw,Owarimonogatari,20051,277936,9324,4793,136370,448474
6,Trigun,tv,8.22,331631,finished_airing,manga,668309,13471,pg_13,1998,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",['Adult Cast'],['Shounen'],https://cdn.myanimelist.net/images/anime/7/20310l.jpg,https://www.youtube.com/watch?v=bJVyIXeUznY,Trigun,38404,406925,30735,17162,194032,687258
12189,Hyouka,tv,8.09,578520,finished_airing,novel,1228519,25078,pg_13,2012,"['Mystery', 'Slice of Life']",['School'],[],https://cdn.myanimelist.net/images/anime/13/50521l.jpg,https://www.youtube.com/watch?v=N5nNKAVB4O4,Hyouka,93662,683821,67896,53381,362748,1261508
5341,Ookami to Koushinryou II,tv,8.33,255770,finished_airing,light_novel,453969,4119,pg_13,2009,"['Adventure', 'Fantasy', 'Romance']","['Adult Cast', 'Historical']",[],https://cdn.myanimelist.net/images/anime/6/59399l.jpg,https://www.youtube.com/watch?v=mnCXgfrjn1k,Spice and Wolf II,15093,329286,10387,5240,102705,462711
35247,Owarimonogatari 2nd Season,tv,8.9,171018,finished_airing,light_novel,353322,8118,r,2017,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[],https://cdn.myanimelist.net/images/anime/6/87322l.jpg,https://www.youtube.com/watch?v=7WdyIcDlK2o,Owarimonogatari Second Season,14270,219655,4909,2346,123388,364568
42249,Tokyo Revengers,tv,8.1,525296,finished_airing,manga,973154,23222,r,2021,"['Action', 'Drama', 'Supernatural']","['Delinquents', 'School', 'Time Travel']",['Shounen'],https://cdn.myanimelist.net/images/anime/1839/122012l.jpg,https://www.youtube.com/watch?v=r9M34VgTfzY,Tokyo Revengers,202333,572853,34559,43473,188238,1041456
